upstream_part,up_part_rev,downstream_part,down_part_rev,upstream_output_port,downstream_input_port,start_date,stop_date
RI3B6E,A,RCVR10,A,b,ea,2014-10-01 07:00:00+00:00,
RI3B6N,A,RCVR10,A,b,na,2014-10-01 07:00:00+00:00,
RI3B7E,A,RCVR1,A,b,ea,2014-10-01 07:00:00+00:00,
RI3B7N,A,RCVR1,A,b,na,2014-10-01 07:00:00+00:00,
RI4A1E,A,RCVR93,A,b,ea,2014-10-01 07:00:00+00:00,
RI4A1N,A,RCVR93,A,b,na,2014-10-01 07:00:00+00:00,
RI4A2E,A,RCVR61,A,b,ea,2014-10-01 07:00:00+00:00,
RI4A2N,A,RCVR61,A,b,na,2014-10-01 07:00:00+00:00,
RI4A3E,A,RCVR28,A,b,ea,2014-10-01 07:00:00+00:00,
RI4A3N,A,RCVR28,A,b,na,2014-10-01 07:00:00+00:00,
RI4A4E,A,RCVR32,A,b,ea,2014-10-01 07:00:00+00:00,
RI4A4N,A,RCVR32,A,b,na,2014-10-01 07:00:00+00:00,
RI4A5E,A,RCVR111,A,b,ea,2014-10-01 07:00:00+00:00,
RI4A5N,A,RCVR111,A,b,na,2014-10-01 07:00:00+00:00,
RI4A6E,A,RCVR24,A,b,ea,2014-10-01 07:00:00+00:00,
RI4A6N,A,RCVR24,A,b,na,2014-10-01 07:00:00+00:00,
RI4A7E,A,RCVR58,A,b,ea,2014-10-01 07:00:00+00:00,
RI4A7N,A,RCVR58,A,b,na,2014-10-01 07:00:00+00:00,
RI4A8E,A,RCVR55,A,b,ea,2014-10-01 07:00:00+00:00,
RI4A8N,A,RCVR55,A,b,na,2014-10-01 07:00:00+00:00,
RI4B1E,A,RCVR118,A,b,ea,2014-10-01 07:00:00+00:00,
RI4B1N,A,RCVR118,A,b,na,2014-10-01 07:00:00+00:00,
RI4B2E,A,RCVR103,A,b,ea,2014-10-01 07:00:00+00:00,
RI4B2N,A,RCVR103,A,b,na,2014-10-01 07:00:00+00:00,
RI4B3E,A,RCVR27,A,b,ea,2014-10-01 07:00:00+00:00,
RI4B3N,A,RCVR27,A,b,na,2014-10-01 07:00:00+00:00,
RI4B4E,A,RCVR62,A,b,ea,2014-10-01 07:00:00+00:00,
RI4B4N,A,RCVR62,A,b,na,2014-10-01 07:00:00+00:00,
RI4B5E,A,RCVR97,A,b,ea,2014-10-01 07:00:00+00:00,
RI4B5N,A,RCVR97,A,b,na,2014-10-01 07:00:00+00:00,
RI4B6E,A,RCVR63,A,b,ea,2014-10-01 07:00:00+00:00,
RI4B6N,A,RCVR63,A,b,na,2014-10-01 07:00:00+00:00,
RI4B7E,A,RCVR59,A,b,ea,2014-10-01 07:00:00+00:00,
RI4B7N,A,RCVR59,A,b,na,2014-10-01 07:00:00+00:00,
RI4B8E,A,RCVR52,A,b,ea,2014-10-01 07:00:00+00:00,
RI4B8N,A,RCVR52,A,b,na,2014-10-01 07:00:00+00:00,
RI5A1E,A,RCVR126,A,b,ea,2014-10-01 07:00:00+00:00,
RI5A1N,A,RCVR126,A,b,na,2014-10-01 07:00:00+00:00,
RI5A2E,A,RCVR48,A,b,ea,2014-10-01 07:00:00+00:00,
RI5A2N,A,RCVR48,A,b,na,2014-10-01 07:00:00+00:00,
RI5A3E,A,RCVR95,A,b,ea,2014-10-01 07:00:00+00:00,
RI5A3N,A,RCVR95,A,b,na,2014-10-01 07:00:00+00:00,
RI5A4E,A,RCVR41,A,b,ea,2014-10-01 07:00:00+00:00,
RI5A4N,A,RCVR41,A,b,na,2014-10-01 07:00:00+00:00,
RI5A5E,A,RCVR107,A,b,ea,2014-10-01 07:00:00+00:00,
RI5A5N,A,RCVR107,A,b,na,2014-10-01 07:00:00+00:00,
RI5A6E,A,RCVR94,A,b,ea,2014-10-01 07:00:00+00:00,
RI5A6N,A,RCVR94,A,b,na,2014-10-01 07:00:00+00:00,
RI5A7E,A,RCVR120,A,b,ea,2014-10-01 07:00:00+00:00,
RI5A7N,A,RCVR120,A,b,na,2014-10-01 07:00:00+00:00,
RI5A8E,A,RCVR22,A,b,ea,2014-10-01 07:00:00+00:00,
RI5A8N,A,RCVR22,A,b,na,2014-10-01 07:00:00+00:00,
RI5B1E,A,RCVR60,A,b,ea,2014-10-01 07:00:00+00:00,
RI5B1N,A,RCVR60,A,b,na,2014-10-01 07:00:00+00:00,
RI5B2E,A,RCVR122,A,b,ea,2014-10-01 07:00:00+00:00,
RI5B2N,A,RCVR122,A,b,na,2014-10-01 07:00:00+00:00,
RI5B3E,A,RCVR39,A,b,ea,2014-10-01 07:00:00+00:00,
RI5B3N,A,RCVR39,A,b,na,2014-10-01 07:00:00+00:00,
RI5B4E,A,RCVR105,A,b,ea,2014-10-01 07:00:00+00:00,
RI5B4N,A,RCVR105,A,b,na,2014-10-01 07:00:00+00:00,
RI5B5E,A,RCVR47,A,b,ea,2014-10-01 07:00:00+00:00,
RI5B5N,A,RCVR47,A,b,na,2014-10-01 07:00:00+00:00,
RI5B6E,A,RCVR21,A,b,ea,2014-10-01 07:00:00+00:00,
RI5B6N,A,RCVR21,A,b,na,2014-10-01 07:00:00+00:00,
RI5B7E,A,RCVR25,A,b,ea,2014-10-01 07:00:00+00:00,
RI5B7N,A,RCVR25,A,b,na,2014-10-01 07:00:00+00:00,
RI5B8E,A,RCVR29,A,b,ea,2014-10-01 07:00:00+00:00,
RI5B8N,A,RCVR29,A,b,na,2014-10-01 07:00:00+00:00,
RI6A1E,A,RCVR64,A,b,ea,2014-10-01 07:00:00+00:00,
RI6A1N,A,RCVR64,A,b,na,2014-10-01 07:00:00+00:00,
RI6A2E,A,RCVR102,A,b,ea,2014-10-01 07:00:00+00:00,
RI6A2N,A,RCVR102,A,b,na,2014-10-01 07:00:00+00:00,
RI6A3E,A,RCVR76,A,b,ea,2014-10-01 07:00:00+00:00,
RI6A3N,A,RCVR76,A,b,na,2014-10-01 07:00:00+00:00,
RI6A4E,A,RCVR78,A,b,ea,2014-10-01 07:00:00+00:00,
RI6A4N,A,RCVR78,A,b,na,2014-10-01 07:00:00+00:00,
RI6A5E,A,RCVR75,A,b,ea,2014-10-01 07:00:00+00:00,
RI6A5N,A,RCVR75,A,b,na,2014-10-01 07:00:00+00:00,
RI6A6E,A,RCVR45,A,b,ea,2014-10-01 07:00:00+00:00,
RI6A6N,A,RCVR45,A,b,na,2014-10-01 07:00:00+00:00,
RI6A7E,A,RCVR30,A,b,ea,2014-10-01 07:00:00+00:00,
RI6A7N,A,RCVR30,A,b,na,2014-10-01 07:00:00+00:00,
RI6A8E,A,RCVR88,A,b,ea,2014-10-01 07:00:00+00:00,
RI6A8N,A,RCVR88,A,b,na,2014-10-01 07:00:00+00:00,
RI6B1E,A,RCVR57,A,b,ea,2014-10-01 07:00:00+00:00,
RI6B1N,A,RCVR57,A,b,na,2014-10-01 07:00:00+00:00,
RI6B2E,A,RCVR112,A,b,ea,2014-10-01 07:00:00+00:00,
RI6B2N,A,RCVR112,A,b,na,2014-10-01 07:00:00+00:00,
RI6B3E,A,RCVR31,A,b,ea,2014-10-01 07:00:00+00:00,
RI6B3N,A,RCVR31,A,b,na,2014-10-01 07:00:00+00:00,
RI6B4E,A,RCVR77,A,b,ea,2014-10-01 07:00:00+00:00,
RI6B4N,A,RCVR77,A,b,na,2014-10-01 07:00:00+00:00,
RI6B5E,A,RCVR33,A,b,ea,2014-10-01 07:00:00+00:00,
RI6B5N,A,RCVR33,A,b,na,2014-10-01 07:00:00+00:00,
RI6B6E,A,RCVR23,A,b,ea,2014-10-01 07:00:00+00:00,
RI6B6N,A,RCVR23,A,b,na,2014-10-01 07:00:00+00:00,
RI6B7E,A,RCVR114,A,b,ea,2014-10-01 07:00:00+00:00,
RI6B7N,A,RCVR114,A,b,na,2014-10-01 07:00:00+00:00,
RI6B8E,A,RCVR106,A,b,ea,2014-10-01 07:00:00+00:00,
RI6B8N,A,RCVR106,A,b,na,2014-10-01 07:00:00+00:00,
RI7A1E,A,RCVR98,A,b,ea,2014-10-01 07:00:00+00:00,
RI7A1N,A,RCVR98,A,b,na,2014-10-01 07:00:00+00:00,
RI7A2E,A,RCVR74,A,b,ea,2014-10-01 07:00:00+00:00,
RI7A2N,A,RCVR74,A,b,na,2014-10-01 07:00:00+00:00,
RI7A3E,A,RCVR117,A,b,ea,2014-10-01 07:00:00+00:00,
RI7A3N,A,RCVR117,A,b,na,2014-10-01 07:00:00+00:00,
RI7A4E,A,RCVR43,A,b,ea,2014-10-01 07:00:00+00:00,
RI7A4N,A,RCVR43,A,b,na,2014-10-01 07:00:00+00:00,
RI7A5E,A,RCVR101,A,b,ea,2014-10-01 07:00:00+00:00,
RI7A5N,A,RCVR101,A,b,na,2014-10-01 07:00:00+00:00,
RI7A6E,A,RCVR119,A,b,ea,2014-10-01 07:00:00+00:00,
RI7A6N,A,RCVR119,A,b,na,2014-10-01 07:00:00+00:00,
RI7A7E,A,RCVR89,A,b,ea,2014-10-01 07:00:00+00:00,
RI7A7N,A,RCVR89,A,b,na,2014-10-01 07:00:00+00:00,
RI7A8E,A,RCVR104,A,b,ea,2014-10-01 07:00:00+00:00,
RI7A8N,A,RCVR104,A,b,na,2014-10-01 07:00:00+00:00,
RI7B1E,A,RCVR44,A,b,ea,2014-10-01 07:00:00+00:00,
RI7B1N,A,RCVR44,A,b,na,2014-10-01 07:00:00+00:00,
RI7B2E,A,RCVR121,A,b,ea,2014-10-01 07:00:00+00:00,
RI7B2N,A,RCVR121,A,b,na,2014-10-01 07:00:00+00:00,
RI7B3E,A,RCVR113,A,b,ea,2014-10-01 07:00:00+00:00,
RI7B3N,A,RCVR113,A,b,na,2014-10-01 07:00:00+00:00,
RI7B4E,A,RCVR127,A,b,ea,2014-10-01 07:00:00+00:00,
RI7B4N,A,RCVR127,A,b,na,2014-10-01 07:00:00+00:00,
RI7B5E,A,RCVR42,A,b,ea,2014-10-01 07:00:00+00:00,
RI7B5N,A,RCVR42,A,b,na,2014-10-01 07:00:00+00:00,
RI7B6E,A,RCVR40,A,b,ea,2014-10-01 07:00:00+00:00,
RI7B6N,A,RCVR40,A,b,na,2014-10-01 07:00:00+00:00,
RI7B7E,A,RCVR110,A,b,ea,2014-10-01 07:00:00+00:00,
RI7B7N,A,RCVR110,A,b,na,2014-10-01 07:00:00+00:00,
RI7B8E,A,RCVR99,A,b,ea,2014-10-01 07:00:00+00:00,
RI7B8N,A,RCVR99,A,b,na,2014-10-01 07:00:00+00:00,
RI8A1E,A,RCVR73,A,b,ea,2014-10-01 07:00:00+00:00,
RI8A1N,A,RCVR73,A,b,na,2014-10-01 07:00:00+00:00,
RI8A2E,A,RCVR80,A,b,ea,2014-10-01 07:00:00+00:00,
RI8A2N,A,RCVR80,A,b,na,2014-10-01 07:00:00+00:00,
RI8A3E,A,RCVR34,A,b,ea,2014-10-01 07:00:00+00:00,
RI8A3N,A,RCVR34,A,b,na,2014-10-01 07:00:00+00:00,
RI8A4E,A,RCVR69,A,b,ea,2014-10-01 07:00:00+00:00,
RI8A4N,A,RCVR69,A,b,na,2014-10-01 07:00:00+00:00,
RI8A5E,A,RCVR79,A,b,ea,2014-10-01 07:00:00+00:00,
RI8A5N,A,RCVR79,A,b,na,2014-10-01 07:00:00+00:00,
RI8A6E,A,RCVR19,A,b,ea,2014-10-01 07:00:00+00:00,
RI8A6N,A,RCVR19,A,b,na,2014-10-01 07:00:00+00:00,
RI8A7E,A,RCVR86,A,b,ea,2014-10-01 07:00:00+00:00,
RI8A7N,A,RCVR86,A,b,na,2014-10-01 07:00:00+00:00,
RI8A8E,A,RCVR26,A,b,ea,2014-10-01 07:00:00+00:00,
RI8A8N,A,RCVR26,A,b,na,2014-10-01 07:00:00+00:00,
RI8B1E,A,RCVR90,A,b,ea,2014-10-01 07:00:00+00:00,
RI8B1N,A,RCVR90,A,b,na,2014-10-01 07:00:00+00:00,
RI8B2E,A,RCVR46,A,b,ea,2014-10-01 07:00:00+00:00,
RI8B2N,A,RCVR46,A,b,na,2014-10-01 07:00:00+00:00,
RI8B3E,A,RCVR81,A,b,ea,2014-10-01 07:00:00+00:00,
RI8B3N,A,RCVR81,A,b,na,2014-10-01 07:00:00+00:00,
RI8B4E,A,RCVR66,A,b,ea,2014-10-01 07:00:00+00:00,
RI8B4N,A,RCVR66,A,b,na,2014-10-01 07:00:00+00:00,
RI8B5E,A,RCVR20,A,b,ea,2014-10-01 07:00:00+00:00,
RI8B5N,A,RCVR20,A,b,na,2014-10-01 07:00:00+00:00,
RI8B6E,A,RCVR65,A,b,ea,2014-10-01 07:00:00+00:00,
RI8B6N,A,RCVR65,A,b,na,2014-10-01 07:00:00+00:00,
RI8B7E,A,RCVR68,A,b,ea,2014-10-01 07:00:00+00:00,
RI8B7N,A,RCVR68,A,b,na,2014-10-01 07:00:00+00:00,
RI8B8E,A,RCVR83,A,b,ea,2014-10-01 07:00:00+00:00,
RI8B8N,A,RCVR83,A,b,na,2014-10-01 07:00:00+00:00,
RO1A1E,A,CR1A1E,A,b,a,2014-10-01 07:00:00+00:00,
RO1A1N,A,CR1A1N,A,b,a,2014-10-01 07:00:00+00:00,
RO1A2E,A,CR1A2E,A,b,a,2014-10-01 07:00:00+00:00,
RO1A2N,A,CR1A2N,A,b,a,2014-10-01 07:00:00+00:00,
RO1A3E,A,CR1A3E,A,b,a,2014-10-01 07:00:00+00:00,
RO1A3N,A,CR1A3N,A,b,a,2014-10-01 07:00:00+00:00,
RO1A4E,A,CR1A4E,A,b,a,2014-10-01 07:00:00+00:00,
RO1A4N,A,CR1A4N,A,b,a,2014-10-01 07:00:00+00:00,
RO1A5E,A,CR1A5E,A,b,a,2014-10-01 07:00:00+00:00,
RO1A5N,A,CR1A5N,A,b,a,2014-10-01 07:00:00+00:00,
RO1A6E,A,CR1A6E,A,b,a,2014-10-01 07:00:00+00:00,
RO1A6N,A,CR1A6N,A,b,a,2014-10-01 07:00:00+00:00,
RO1A7E,A,CR1A7E,A,b,a,2014-10-01 07:00:00+00:00,
RO1A7N,A,CR1A7N,A,b,a,2014-10-01 07:00:00+00:00,
RO1A8E,A,CR1A8E,A,b,a,2014-10-01 07:00:00+00:00,
RO1A8N,A,CR1A8N,A,b,a,2014-10-01 07:00:00+00:00,
RO1B1E,A,CR1B1E,A,b,a,2014-10-01 07:00:00+00:00,
RO1B1N,A,CR1B1N,A,b,a,2014-10-01 07:00:00+00:00,
RO1B2E,A,CR1B2E,A,b,a,2014-10-01 07:00:00+00:00,
RO1B2N,A,CR1B2N,A,b,a,2014-10-01 07:00:00+00:00,
RO1B3E,A,CR1B3E,A,b,a,2014-10-01 07:00:00+00:00,
RO1B3N,A,CR1B3N,A,b,a,2014-10-01 07:00:00+00:00,
RO1B4E,A,CR1B4E,A,b,a,2014-10-01 07:00:00+00:00,
RO1B4N,A,CR1B4N,A,b,a,2014-10-01 07:00:00+00:00,
RO1B5E,A,CR1B5E,A,b,a,2014-10-01 07:00:00+00:00,
RO1B5N,A,CR1B5N,A,b,a,2014-10-01 07:00:00+00:00,
RO1B6E,A,CR1B6E,A,b,a,2014-10-01 07:00:00+00:00,
RO1B6N,A,CR1B6N,A,b,a,2014-10-01 07:00:00+00:00,
RO1B7E,A,CR1B7E,A,b,a,2014-10-01 07:00:00+00:00,
RO1B7N,A,CR1B7N,A,b,a,2014-10-01 07:00:00+00:00,
RO1B8E,A,CR1B8E,A,b,a,2014-10-01 07:00:00+00:00,
RO1B8N,A,CR1B8N,A,b,a,2014-10-01 07:00:00+00:00,
RO2A1E,A,CR2A1E,A,b,a,2014-10-01 07:00:00+00:00,
RO2A1N,A,CR2A1N,A,b,a,2014-10-01 07:00:00+00:00,
RO2A2E,A,CR2A2E,A,b,a,2014-10-01 07:00:00+00:00,
RO2A2N,A,CR2A2N,A,b,a,2014-10-01 07:00:00+00:00,
RO2A3E,A,CR2A3E,A,b,a,2014-10-01 07:00:00+00:00,
RO2A3N,A,CR2A3N,A,b,a,2014-10-01 07:00:00+00:00,
RO2A4E,A,CR2A4E,A,b,a,2014-10-01 07:00:00+00:00,
RO2A4N,A,CR2A4N,A,b,a,2014-10-01 07:00:00+00:00,
RO2A5E,A,CR2A5E,A,b,a,2014-10-01 07:00:00+00:00,
RO2A5N,A,CR2A5N,A,b,a,2014-10-01 07:00:00+00:00,
RO2A6E,A,CR2A6E,A,b,a,2014-10-01 07:00:00+00:00,
RO2A6N,A,CR2A6N,A,b,a,2014-10-01 07:00:00+00:00,
RO2A7E,A,CR2A7E,A,b,a,2014-10-01 07:00:00+00:00,
RO2A7N,A,CR2A7N,A,b,a,2014-10-01 07:00:00+00:00,
RO2A8E,A,CR2A8E,A,b,a,2014-10-01 07:00:00+00:00,
RO2A8N,A,CR2A8N,A,b,a,2014-10-01 07:00:00+00:00,
RO2B1E,A,CR2B1E,A,b,a,2014-10-01 07:00:00+00:00,
RO2B1N,A,CR2B1N,A,b,a,2014-10-01 07:00:00+00:00,
RO2B2E,A,CR2B2E,A,b,a,2014-10-01 07:00:00+00:00,
RO2B2N,A,CR2B2N,A,b,a,2014-10-01 07:00:00+00:00,
RO2B3E,A,CR2B3E,A,b,a,2014-10-01 07:00:00+00:00,
RO2B3N,A,CR2B3N,A,b,a,2014-10-01 07:00:00+00:00,
RO2B4E,A,CR2B4E,A,b,a,2014-10-01 07:00:00+00:00,
RO2B4N,A,CR2B4N,A,b,a,2014-10-01 07:00:00+00:00,
RO2B5E,A,CR2B5E,A,b,a,2014-10-01 07:00:00+00:00,
RO2B5N,A,CR2B5N,A,b,a,2014-10-01 07:00:00+00:00,
RO2B6E,A,CR2B6E,A,b,a,2014-10-01 07:00:00+00:00,
RO2B6N,A,CR2B6N,A,b,a,2014-10-01 07:00:00+00:00,
RO2B7E,A,CR2B7E,A,b,a,2014-10-01 07:00:00+00:00,
RO2B7N,A,CR2B7N,A,b,a,2014-10-01 07:00:00+00:00,
RO2B8E,A,CR2B8E,A,b,a,2014-10-01 07:00:00+00:00,
RO2B8N,A,CR2B8N,A,b,a,2014-10-01 07:00:00+00:00,
RO3A1E,A,CR3A1E,A,b,a,2014-10-01 07:00:00+00:00,
RO3A1N,A,CR3A1N,A,b,a,2014-10-01 07:00:00+00:00,
RO3A2E,A,CR3A2E,A,b,a,2014-10-01 07:00:00+00:00,
RO3A2N,A,CR3A2N,A,b,a,2014-10-01 07:00:00+00:00,
RO3A3E,A,CR3A3E,A,b,a,2014-10-01 07:00:00+00:00,
RO3A3N,A,CR3A3N,A,b,a,2014-10-01 07:00:00+00:00,
RO3A4E,A,CR3A4E,A,b,a,2014-10-01 07:00:00+00:00,
RO3A4N,A,CR3A4N,A,b,a,2014-10-01 07:00:00+00:00,
RO3A5E,A,CR3A5E,A,b,a,2014-10-01 07:00:00+00:00,
RO3A5N,A,CR3A5N,A,b,a,2014-10-01 07:00:00+00:00,
RO3A6E,A,CR3A6E,A,b,a,2014-10-01 07:00:00+00:00,
RO3A6N,A,CR3A6N,A,b,a,2014-10-01 07:00:00+00:00,
RO3A7E,A,CR3A7E,A,b,a,2014-10-01 07:00:00+00:00,
RO3A7N,A,CR3A7N,A,b,a,2014-10-01 07:00:00+00:00,
RO3A8E,A,CR3A8E,A,b,a,2014-10-01 07:00:00+00:00,
RO3A8N,A,CR3A8N,A,b,a,2014-10-01 07:00:00+00:00,
RO3B1E,A,CR3B1E,A,b,a,2014-10-01 07:00:00+00:00,
RO3B1N,A,CR3B1N,A,b,a,2014-10-01 07:00:00+00:00,
RO3B2E,A,CR3B2E,A,b,a,2014-10-01 07:00:00+00:00,
RO3B2N,A,CR3B2N,A,b,a,2014-10-01 07:00:00+00:00,
RO3B3E,A,CR3B3E,A,b,a,2014-10-01 07:00:00+00:00,
RO3B3N,A,CR3B3N,A,b,a,2014-10-01 07:00:00+00:00,
RO3B4E,A,CR3B4E,A,b,a,2014-10-01 07:00:00+00:00,
RO3B4N,A,CR3B4N,A,b,a,2014-10-01 07:00:00+00:00,
RO3B5E,A,CR3B5E,A,b,a,2014-10-01 07:00:00+00:00,
RO3B5N,A,CR3B5N,A,b,a,2014-10-01 07:00:00+00:00,
RO3B6E,A,CR3B6E,A,b,a,2014-10-01 07:00:00+00:00,
RO3B6N,A,CR3B6N,A,b,a,2014-10-01 07:00:00+00:00,
RO3B7E,A,CR3B7E,A,b,a,2014-10-01 07:00:00+00:00,
RO3B7N,A,CR3B7N,A,b,a,2014-10-01 07:00:00+00:00,
RO4A1E,A,CR4A1E,A,b,a,2014-10-01 07:00:00+00:00,
RO4A1N,A,CR4A1N,A,b,a,2014-10-01 07:00:00+00:00,
RO4A2E,A,CR4A2E,A,b,a,2014-10-01 07:00:00+00:00,
RO4A2N,A,CR4A2N,A,b,a,2014-10-01 07:00:00+00:00,
RO4A3E,A,CR4A3E,A,b,a,2014-10-01 07:00:00+00:00,
RO4A3N,A,CR4A3N,A,b,a,2014-10-01 07:00:00+00:00,
RO4A4E,A,CR4A4E,A,b,a,2014-10-01 07:00:00+00:00,
RO4A4N,A,CR4A4N,A,b,a,2014-10-01 07:00:00+00:00,
RO4A5E,A,CR4A5E,A,b,a,2014-10-01 07:00:00+00:00,
RO4A5N,A,CR4A5N,A,b,a,2014-10-01 07:00:00+00:00,
RO4A6E,A,CR4A6E,A,b,a,2014-10-01 07:00:00+00:00,
RO4A6N,A,CR4A6N,A,b,a,2014-10-01 07:00:00+00:00,
RO4A7E,A,CR4A7E,A,b,a,2014-10-01 07:00:00+00:00,
RO4A7N,A,CR4A7N,A,b,a,2014-10-01 07:00:00+00:00,
RO4A8E,A,CR4A8E,A,b,a,2014-10-01 07:00:00+00:00,
RO4A8N,A,CR4A8N,A,b,a,2014-10-01 07:00:00+00:00,
RO4B1E,A,CR4B1E,A,b,a,2014-10-01 07:00:00+00:00,
RO4B1N,A,CR4B1N,A,b,a,2014-10-01 07:00:00+00:00,
RO4B2E,A,CR4B2E,A,b,a,2014-10-01 07:00:00+00:00,
RO4B2N,A,CR4B2N,A,b,a,2014-10-01 07:00:00+00:00,
RO4B3E,A,CR4B3E,A,b,a,2014-10-01 07:00:00+00:00,
RO4B3N,A,CR4B3N,A,b,a,2014-10-01 07:00:00+00:00,
RO4B4E,A,CR4B4E,A,b,a,2014-10-01 07:00:00+00:00,
RO4B4N,A,CR4B4N,A,b,a,2014-10-01 07:00:00+00:00,
RO4B5E,A,CR4B5E,A,b,a,2014-10-01 07:00:00+00:00,
RO4B5N,A,CR4B5N,A,b,a,2014-10-01 07:00:00+00:00,
RO4B6E,A,CR4B6E,A,b,a,2014-10-01 07:00:00+00:00,
RO4B6N,A,CR4B6N,A,b,a,2014-10-01 07:00:00+00:00,
RO4B7E,A,CR4B7E,A,b,a,2014-10-01 07:00:00+00:00,
RO4B7N,A,CR4B7N,A,b,a,2014-10-01 07:00:00+00:00,
RO4B8E,A,CR4B8E,A,b,a,2014-10-01 07:00:00+00:00,
RO4B8N,A,CR4B8N,A,b,a,2014-10-01 07:00:00+00:00,
RO5A1E,A,CR5A1E,A,b,a,2014-10-01 07:00:00+00:00,
RO5A1N,A,CR5A1N,A,b,a,2014-10-01 07:00:00+00:00,
RO5A2E,A,CR5A2E,A,b,a,2014-10-01 07:00:00+00:00,
RO5A2N,A,CR5A2N,A,b,a,2014-10-01 07:00:00+00:00,
RO5A3E,A,CR5A3E,A,b,a,2014-10-01 07:00:00+00:00,
RO5A3N,A,CR5A3N,A,b,a,2014-10-01 07:00:00+00:00,
RO5A4E,A,CR5A4E,A,b,a,2014-10-01 07:00:00+00:00,
RO5A4N,A,CR5A4N,A,b,a,2014-10-01 07:00:00+00:00,
RO5A5E,A,CR5A5E,A,b,a,2014-10-01 07:00:00+00:00,
RO5A5N,A,CR5A5N,A,b,a,2014-10-01 07:00:00+00:00,
RO5A6E,A,CR5A6E,A,b,a,2014-10-01 07:00:00+00:00,
RO5A6N,A,CR5A6N,A,b,a,2014-10-01 07:00:00+00:00,
RO5A7E,A,CR5A7E,A,b,a,2014-10-01 07:00:00+00:00,
RO5A7N,A,CR5A7N,A,b,a,2014-10-01 07:00:00+00:00,
RO5A8E,A,CR5A8E,A,b,a,2014-10-01 07:00:00+00:00,
RO5A8N,A,CR5A8N,A,b,a,2014-10-01 07:00:00+00:00,
RO5B1E,A,CR5B1E,A,b,a,2014-10-01 07:00:00+00:00,
RO5B1N,A,CR5B1N,A,b,a,2014-10-01 07:00:00+00:00,
RO5B2E,A,CR5B2E,A,b,a,2014-10-01 07:00:00+00:00,
RO5B2N,A,CR5B2N,A,b,a,2014-10-01 07:00:00+00:00,
RO5B3E,A,CR5B3E,A,b,a,2014-10-01 07:00:00+00:00,
RO5B3N,A,CR5B3N,A,b,a,2014-10-01 07:00:00+00:00,
RO5B4E,A,CR5B4E,A,b,a,2014-10-01 07:00:00+00:00,
RO5B4N,A,CR5B4N,A,b,a,2014-10-01 07:00:00+00:00,
RO5B5E,A,CR5B5E,A,b,a,2014-10-01 07:00:00+00:00,
RO5B5N,A,CR5B5N,A,b,a,2014-10-01 07:00:00+00:00,
RO5B6E,A,CR5B6E,A,b,a,2014-10-01 07:00:00+00:00,
RO5B6N,A,CR5B6N,A,b,a,2014-10-01 07:00:00+00:00,
RO5B7E,A,CR5B7E,A,b,a,2014-10-01 07:00:00+00:00,
RO5B7N,A,CR5B7N,A,b,a,2014-10-01 07:00:00+00:00,
RO5B8E,A,CR5B8E,A,b,a,2014-10-01 07:00:00+00:00,
RO5B8N,A,CR5B8N,A,b,a,2014-10-01 07:00:00+00:00,
RO6A1E,A,CR6A1E,A,b,a,2014-10-01 07:00:00+00:00,
RO6A1N,A,CR6A1N,A,b,a,2014-10-01 07:00:00+00:00,
RO6A2E,A,CR6A2E,A,b,a,2014-10-01 07:00:00+00:00,
RO6A2N,A,CR6A2N,A,b,a,2014-10-01 07:00:00+00:00,
RO6A3E,A,CR6A3E,A,b,a,2014-10-01 07:00:00+00:00,
RO6A3N,A,CR6A3N,A,b,a,2014-10-01 07:00:00+00:00,
RO6A4E,A,CR6A4E,A,b,a,2014-10-01 07:00:00+00:00,
RO6A4N,A,CR6A4N,A,b,a,2014-10-01 07:00:00+00:00,
RO6A5E,A,CR6A5E,A,b,a,2014-10-01 07:00:00+00:00,
RO6A5N,A,CR6A5N,A,b,a,2014-10-01 07:00:00+00:00,
RO6A6E,A,CR6A6E,A,b,a,2014-10-01 07:00:00+00:00,
RO6A6N,A,CR6A6N,A,b,a,2014-10-01 07:00:00+00:00,
RO6A7E,A,CR6A7E,A,b,a,2014-10-01 07:00:00+00:00,
RO6A7N,A,CR6A7N,A,b,a,2014-10-01 07:00:00+00:00,
RO6A8E,A,CR6A8E,A,b,a,2014-10-01 07:00:00+00:00,
RO6A8N,A,CR6A8N,A,b,a,2014-10-01 07:00:00+00:00,
RO6B1E,A,CR6B1E,A,b,a,2014-10-01 07:00:00+00:00,
RO6B1N,A,CR6B1N,A,b,a,2014-10-01 07:00:00+00:00,
RO6B2E,A,CR6B2E,A,b,a,2014-10-01 07:00:00+00:00,
RO6B2N,A,CR6B2N,A,b,a,2014-10-01 07:00:00+00:00,
RO6B3E,A,CR6B3E,A,b,a,2014-10-01 07:00:00+00:00,
RO6B3N,A,CR6B3N,A,b,a,2014-10-01 07:00:00+00:00,
RO6B4E,A,CR6B4E,A,b,a,2014-10-01 07:00:00+00:00,
RO6B4N,A,CR6B4N,A,b,a,2014-10-01 07:00:00+00:00,
RO6B5E,A,CR6B5E,A,b,a,2014-10-01 07:00:00+00:00,
RO6B5N,A,CR6B5N,A,b,a,2014-10-01 07:00:00+00:00,
RO6B6E,A,CR6B6E,A,b,a,2014-10-01 07:00:00+00:00,
RO6B6N,A,CR6B6N,A,b,a,2014-10-01 07:00:00+00:00,
